transaction_id,customer_id,transaction_date,category,channel,amount_sgd
TXN508952,CUST105680,2026-01-02,Beauty,In-Store,99.03
TXN508953,CUST104628,2026-04-23,Electronics,Online,708.78
TXN508954,CUST102524,2026-04-25,Beauty,Online,46.54
TXN508955,CUST105919,2026-04-19,Beauty,In-Store,106.14
TXN508956,CUST104639,2026-07-06,Beauty,Online,21.25
TXN508957,CUST104883,2025-09-29,Groceries,Online,42.66
TXN508958,CUST101234,2025-08-21,Sports & Outdoors,In-Store,217.24
TXN508959,CUST104147,2025-10-11,Electronics,Online,450.2
TXN508960,CUST100432,2026-04-14,Fashion,In-Store,41.23
TXN508961,CUST101416,2025-09-18,Sports & Outdoors,In-Store,233.1
TXN508962,CUST100096,2025-12-20,Sports & Outdoors,Online,225.39
TXN508963,CUST104255,2025-08-17,Toys & Baby,In-Store,54.73
TXN508964,CUST100124,2025-10-27,Toys & Baby,Online,58.78
TXN508965,CUST102701,2026-03-18,Electronics,Online,657.46
TXN508966,CUST103911,2026-01-03,Fashion,Online,20.58
TXN508967,CUST101833,2025-12-23,Fashion,Online,57.13
TXN508968,CUST102204,2026-03-04,Home & Living,Online,277.26
TXN508969,CUST105224,2026-01-05,Electronics,Online,598.44
TXN508970,CUST105425,2025-11-01,Toys & Baby,In-Store,50.82
TXN508971,CUST105174,2026-04-10,Toys & Baby,Online,10.01
TXN508972,CUST104513,2026-05-08,Sports & Outdoors,Online,193.88
TXN508973,CUST101674,2026-01-11,Electronics,In-Store,546.73
TXN508974,CUST100455,2025-10-19,Home & Living,Online,238.15
TXN508975,CUST102937,2025-08-04,Beauty,Online,27.75
TXN508976,CUST105559,2025-09-13,Groceries,In-Store,19.3
TXN508977,CUST101344,2025-08-22,Electronics,Online,610.28
TXN508978,CUST101262,2026-04-01,Groceries,Online,22.37
TXN508979,CUST104693,2026-01-21,Beauty,Online,19.2
TXN508980,CUST103563,2026-04-15,Groceries,In-Store,9.93
TXN508981,CUST102424,2026-05-01,Toys & Baby,In-Store,81.86
TXN508982,CUST105197,2026-07-09,Sports & Outdoors,Online,155.65
TXN508983,CUST103505,2025-09-28,Fashion,Online,94.51
TXN508984,CUST105533,2026-03-06,Toys & Baby,Online,66.9
TXN508985,CUST102208,2025-09-20,Beauty,Online,22.37
TXN508986,CUST102670,2026-04-29,Groceries,In-Store,57.38
TXN508987,CUST100452,2026-01-05,Beauty,Online,13.84
TXN508988,CUST102206,2026-03-04,Toys & Baby,In-Store,52.49
TXN508989,CUST101085,2026-02-09,Groceries,Online,53.02
TXN508990,CUST100201,2025-12-06,Fashion,Online,105.27
TXN508991,CUST101541,2026-05-24,Toys & Baby,In-Store,51.29
TXN508992,CUST102950,2026-02-18,Beauty,Online,24.67
TXN508993,CUST101487,2026-03-31,Beauty,In-Store,50.96
TXN508994,CUST100667,2025-08-08,Toys & Baby,Online,22.23
TXN508995,CUST102714,2026-07-24,Fashion,Online,52.75
TXN508996,CUST100892,2025-09-15,Sports & Outdoors,In-Store,133.7
TXN508997,CUST100527,2026-02-19,Electronics,In-Store,445.39
TXN508998,CUST105765,2025-08-19,Fashion,Online,57.98
TXN508999,CUST102863,2026-06-13,Sports & Outdoors,Online,41.01
TXN509000,CUST104836,2026-03-22,Groceries,Online,20.36
TXN509001,CUST101030,2026-01-22,Electronics,In-Store,95.53
TXN509002,CUST102773,2026-04-05,Groceries,In-Store,18.31
TXN509003,CUST100549,2026-04-30,Toys & Baby,Online,51.36
TXN509004,CUST102472,2026-07-22,Home & Living,Online,70.74
TXN509005,CUST104973,2025-09-09,Electronics,In-Store,192.1
TXN509006,CUST105377,2025-12-21,Beauty,In-Store,18.7
TXN509007,CUST103109,2026-06-15,Toys & Baby,Online,94.52
TXN509008,CUST101730,2025-09-27,Beauty,Online,64.82
TXN509009,CUST104420,2026-02-19,Fashion,Online,109.15
TXN509010,CUST103850,2025-08-10,Groceries,In-Store,59.73
TXN509011,CUST102829,2026-06-09,Sports & Outdoors,Online,141.89
TXN509012,CUST102860,2026-04-02,Fashion,Online,98.38
TXN509013,CUST102963,2026-01-03,Toys & Baby,In-Store,11.93
TXN509014,CUST102038,2025-11-16,Fashion,Online,126.66
TXN509015,CUST103109,2026-04-05,Fashion,Online,27.59
TXN509016,CUST100352,2026-03-28,Toys & Baby,In-Store,10.88
TXN509017,CUST103432,2026-06-21,Sports & Outdoors,In-Store,129.18
TXN509018,CUST102977,2025-09-24,Groceries,Online,49.62
TXN509019,CUST102526,2025-12-22,Sports & Outdoors,In-Store,225.17
TXN509020,CUST101947,2025-09-01,Electronics,Online,545.47
TXN509021,CUST103745,2026-01-14,Sports & Outdoors,Online,157.67
TXN509022,CUST102916,2025-09-29,Toys & Baby,Online,41.11
TXN509023,CUST100617,2026-05-14,Groceries,Online,42.35
TXN509024,CUST102248,2026-04-16,Fashion,In-Store,110.86
TXN509025,CUST100466,2025-08-11,Sports & Outdoors,Online,99.5
TXN509026,CUST102276,2026-05-27,Beauty,Online,59.95
TXN509027,CUST103191,2025-10-15,Toys & Baby,In-Store,78.53
TXN509028,CUST102346,2025-09-16,Electronics,In-Store,711.52
TXN509029,CUST102053,2025-12-16,Electronics,Online,343.98
TXN509030,CUST101695,2025-11-19,Electronics,In-Store,341.29
TXN509031,CUST102292,2025-08-19,Sports & Outdoors,In-Store,21.08
TXN509032,CUST100425,2026-07-26,Electronics,In-Store,400.2
TXN509033,CUST105964,2025-10-30,Electronics,Online,695.82
TXN509034,CUST103339,2025-09-25,Fashion,In-Store,54.6
TXN509035,CUST103833,2026-02-03,Fashion,Online,142.44
TXN509036,CUST101108,2026-07-28,Beauty,Online,58.74
TXN509037,CUST105552,2025-08-12,Groceries,In-Store,22.14
TXN509038,CUST103437,2025-11-25,Fashion,In-Store,101.29
TXN509039,CUST102488,2025-12-07,Toys & Baby,Online,58.09
TXN509040,CUST104303,2025-10-28,Beauty,In-Store,98.73
TXN509041,CUST101829,2026-06-10,Sports & Outdoors,In-Store,144.85
TXN509042,CUST105618,2025-09-22,Beauty,Online,40.22
TXN509043,CUST101024,2026-06-24,Toys & Baby,Online,82.39
TXN509044,CUST105015,2026-07-03,Toys & Baby,Online,57.19
TXN509045,CUST105802,2026-06-26,Groceries,Online,15.89
TXN509046,CUST102956,2025-10-28,Groceries,In-Store,45.18
TXN509047,CUST105279,2026-03-22,Sports & Outdoors,Online,187.75
TXN509048,CUST100438,2025-09-13,Home & Living,Online,30.8
TXN509049,CUST103737,2026-07-26,Beauty,In-Store,72.15
TXN509050,CUST102138,2026-05-01,Beauty,In-Store,25.73
TXN509051,CUST102186,2026-01-07,Electronics,Online,735.43
TXN509052,CUST102709,2026-02-22,Groceries,In-Store,33.67
TXN509053,CUST103596,2026-02-20,Electronics,Online,772.19
TXN509054,CUST103713,2026-06-18,Beauty,Online,12.25
TXN509055,CUST101678,2026-03-19,Electronics,In-Store,263.27
TXN509056,CUST102305,2026-07-22,Toys & Baby,Online,91.8
TXN509057,CUST101500,2026-02-23,Home & Living,Online,50.7
TXN509058,CUST103812,2026-05-02,Home & Living,In-Store,114.29
TXN509059,CUST100625,2026-02-25,Beauty,In-Store,95.1
TXN509060,CUST102545,2025-11-27,Home & Living,Online,20.38
TXN509061,CUST105875,2025-08-03,Electronics,In-Store,662.47
TXN509062,CUST105937,2026-01-24,Sports & Outdoors,Online,130.79
TXN509063,CUST103101,2026-02-27,Fashion,In-Store,101.05
TXN509064,CUST101487,2026-06-27,Beauty,Online,118.48
TXN509065,CUST103510,2025-08-27,Sports & Outdoors,Online,47.82
TXN509066,CUST102935,2025-09-19,Electronics,Online,688.87
TXN509067,CUST100260,2025-09-21,Electronics,Online,696.39
TXN509068,CUST105939,2025-12-09,Electronics,In-Store,850.48
TXN509069,CUST101965,2026-02-23,Beauty,In-Store,81.82
TXN509070,CUST102394,2026-07-04,Toys & Baby,Online,52.92
TXN509071,CUST103075,2026-07-14,Home & Living,Online,148.81
TXN509072,CUST105302,2025-09-14,Sports & Outdoors,In-Store,90.67
TXN509073,CUST104819,2025-09-23,Electronics,In-Store,503.83
TXN509074,CUST101239,2025-11-04,Fashion,Online,108.06
TXN509075,CUST104324,2026-05-13,Sports & Outdoors,Online,239.43
TXN509076,CUST105265,2026-07-14,Toys & Baby,Online,14.26
TXN509077,CUST104309,2026-07-08,Sports & Outdoors,Online,56.69
TXN509078,CUST100845,2025-09-22,Electronics,In-Store,216.11
TXN509079,CUST103233,2025-09-15,Home & Living,In-Store,296.19
TXN509080,CUST105050,2025-12-20,Sports & Outdoors,Online,243.29
TXN509081,CUST101180,2025-12-01,Home & Living,In-Store,147.11
TXN509082,CUST103230,2025-10-05,Fashion,Online,45.37
TXN509083,CUST104035,2026-05-25,Electronics,Online,131.85
TXN509084,CUST103829,2025-09-23,Beauty,Online,29.31
TXN509085,CUST100654,2026-04-15,Toys & Baby,Online,31.52
TXN509086,CUST101674,2026-05-28,Electronics,Online,826.83
TXN509087,CUST103318,2025-10-30,Toys & Baby,Online,47.09
TXN509088,CUST101259,2025-08-31,Sports & Outdoors,Online,140.7
TXN509089,CUST102003,2026-06-14,Toys & Baby,Online,38.96
TXN509090,CUST102492,2026-04-07,Groceries,Online,28.7
TXN509091,CUST100078,2025-11-08,Sports & Outdoors,Online,113.99
TXN509092,CUST103057,2025-11-05,Fashion,In-Store,18.44
TXN509093,CUST105970,2026-02-12,Beauty,Online,75.52
TXN509094,CUST102452,2026-01-10,Electronics,In-Store,672.63
TXN509095,CUST101655,2025-09-27,Toys & Baby,Online,88.66
TXN509096,CUST101523,2026-04-10,Home & Living,Online,250.01
TXN509097,CUST103082,2025-12-07,Toys & Baby,Online,32.14
TXN509098,CUST102740,2026-04-12,Sports & Outdoors,Online,228.06
TXN509099,CUST105192,2025-08-05,Toys & Baby,In-Store,97.5
TXN509100,CUST103852,2026-07-13,Beauty,Online,27.97
TXN509101,CUST102389,2025-09-20,Electronics,Online,101.04
TXN509102,CUST102313,2026-02-24,Toys & Baby,Online,68.2
TXN509103,CUST103287,2026-03-26,Sports & Outdoors,Online,67.31
TXN509104,CUST101525,2026-05-09,Groceries,Online,49.6
TXN509105,CUST102540,2026-02-04,Groceries,Online,51.0
TXN509106,CUST101722,2025-09-16,Sports & Outdoors,Online,66.59
TXN509107,CUST103084,2025-08-21,Sports & Outdoors,In-Store,178.03
TXN509108,CUST103284,2026-04-02,Fashion,Online,34.07
TXN509109,CUST105101,2026-06-04,Electronics,In-Store,786.16
TXN509110,CUST101513,2026-07-01,Beauty,In-Store,20.08
TXN509111,CUST105442,2026-02-27,Home & Living,In-Store,66.77
TXN509112,CUST103210,2025-08-25,Beauty,In-Store,12.56
TXN509113,CUST104381,2025-12-31,Toys & Baby,In-Store,81.52
TXN509114,CUST103684,2026-05-19,Beauty,Online,54.36
TXN509115,CUST104990,2026-03-23,Beauty,Online,20.12
TXN509116,CUST103998,2026-02-14,Electronics,In-Store,284.21
TXN509117,CUST100063,2026-06-25,Electronics,Online,437.04
TXN509118,CUST102341,2025-08-10,Toys & Baby,Online,11.79
TXN509119,CUST105641,2026-05-15,Toys & Baby,Online,57.42
TXN509120,CUST102713,2026-06-14,Sports & Outdoors,In-Store,106.62
TXN509121,CUST104986,2026-02-21,Fashion,Online,112.77
TXN509122,CUST105230,2026-01-05,Sports & Outdoors,In-Store,75.32
TXN509123,CUST101996,2025-09-14,Toys & Baby,Online,25.38
TXN509124,CUST105169,2026-06-01,Electronics,Online,472.64
TXN509125,CUST102265,2026-01-02,Fashion,Online,35.54
TXN509126,CUST100151,2025-12-18,Fashion,Online,17.4
TXN509127,CUST104190,2026-04-12,Home & Living,Online,134.47
TXN509128,CUST104940,2026-05-07,Sports & Outdoors,Online,147.77
TXN509129,CUST102714,2026-05-29,Electronics,Online,435.87
TXN509130,CUST101047,2026-02-24,Groceries,Online,55.13
TXN509131,CUST103708,2025-12-16,Toys & Baby,Online,26.13
TXN509132,CUST104448,2026-02-13,Fashion,In-Store,102.09
TXN509133,CUST103946,2026-05-25,Beauty,Online,85.04
TXN509134,CUST102135,2026-04-13,Groceries,Online,12.6
TXN509135,CUST102208,2026-07-04,Electronics,Online,260.08
TXN509136,CUST103297,2026-03-30,Groceries,Online,40.94
TXN509137,CUST101167,2026-07-17,Sports & Outdoors,In-Store,185.46
TXN509138,CUST105096,2025-10-24,Home & Living,In-Store,129.44
TXN509139,CUST100627,2025-11-17,Toys & Baby,Online,64.78
TXN509140,CUST102924,2025-12-16,Home & Living,Online,72.94
TXN509141,CUST105178,2025-09-09,Toys & Baby,In-Store,63.82
TXN509142,CUST103171,2025-12-23,Electronics,Online,455.64
TXN509143,CUST104576,2026-01-17,Electronics,Online,240.39
TXN509144,CUST101441,2026-01-11,Toys & Baby,In-Store,77.11
TXN509145,CUST102680,2026-04-19,Sports & Outdoors,In-Store,178.1
TXN509146,CUST104302,2026-02-03,Toys & Baby,Online,30.65
TXN509147,CUST105348,2026-05-16,Toys & Baby,Online,64.19
TXN509148,CUST103875,2026-02-13,Beauty,In-Store,75.78
TXN509149,CUST101461,2026-04-20,Toys & Baby,Online,70.68
TXN509150,CUST100883,2026-04-30,Electronics,In-Store,396.45
TXN509151,CUST105067,2026-04-09,Toys & Baby,Online,18.58
TXN509152,CUST103331,2026-06-24,Beauty,Online,63.05
TXN509153,CUST101110,2025-12-21,Toys & Baby,Online,43.85
TXN509154,CUST102921,2026-06-04,Beauty,Online,88.14
TXN509155,CUST100770,2025-08-26,Toys & Baby,Online,54.28
TXN509156,CUST100645,2026-01-26,Beauty,In-Store,113.59
TXN509157,CUST105530,2026-05-09,Fashion,In-Store,102.58
TXN509158,CUST103270,2025-08-13,Home & Living,In-Store,277.39
TXN509159,CUST101497,2026-03-20,Toys & Baby,In-Store,48.46
TXN509160,CUST105307,2026-01-08,Beauty,Online,52.03
TXN509161,CUST105993,2025-12-24,Sports & Outdoors,Online,226.87
TXN509162,CUST105324,2025-08-28,Beauty,Online,29.91
TXN509163,CUST104500,2026-02-18,Groceries,In-Store,56.6
TXN509164,CUST105776,2025-10-08,Groceries,Online,13.75
TXN509165,CUST101190,2026-06-17,Home & Living,Online,38.57
TXN509166,CUST105286,2026-06-18,Sports & Outdoors,In-Store,89.6
TXN509167,CUST102152,2026-06-02,Groceries,In-Store,24.86
TXN509168,CUST100196,2025-08-13,Home & Living,In-Store,133.64
TXN509169,CUST100198,2025-12-30,Beauty,Online,33.98
TXN509170,CUST101132,2026-02-06,Electronics,Online,689.03
TXN509171,CUST104692,2025-12-19,Electronics,Online,610.83
TXN509172,CUST105397,2026-03-21,Electronics,Online,283.41
TXN509173,CUST100779,2025-12-27,Groceries,Online,23.22
TXN509174,CUST105091,2026-01-09,Beauty,In-Store,60.5
TXN509175,CUST104545,2025-10-05,Sports & Outdoors,In-Store,153.22
TXN509176,CUST100320,2025-12-27,Home & Living,Online,55.62
TXN509177,CUST104409,2026-05-20,Sports & Outdoors,Online,63.47
TXN509178,CUST100235,2026-04-05,Electronics,Online,631.27
TXN509179,CUST101581,2026-02-15,Home & Living,In-Store,144.8
TXN509180,CUST103179,2025-08-19,Toys & Baby,Online,67.89
TXN509181,CUST105470,2026-02-10,Beauty,In-Store,109.07
TXN509182,CUST100646,2026-02-12,Electronics,Online,311.73
TXN509183,CUST102094,2026-05-12,Sports & Outdoors,In-Store,232.11
TXN509184,CUST103472,2026-07-06,Sports & Outdoors,In-Store,39.7
TXN509185,CUST104458,2025-11-13,Home & Living,Online,223.88
TXN509186,CUST105504,2025-08-23,Beauty,In-Store,66.12
TXN509187,CUST102818,2026-04-07,Beauty,Online,98.36
TXN509188,CUST105063,2026-05-07,Fashion,In-Store,45.43
TXN509189,CUST103718,2025-12-16,Electronics,Online,671.44
TXN509190,CUST101230,2025-08-06,Beauty,In-Store,110.96
TXN509191,CUST103487,2026-02-26,Toys & Baby,In-Store,72.9
TXN509192,CUST101887,2025-08-20,Groceries,Online,31.6
TXN509193,CUST104243,2026-05-03,Fashion,Online,55.39
TXN509194,CUST101718,2025-08-08,Electronics,In-Store,431.65
TXN509195,CUST101583,2026-05-15,Home & Living,In-Store,251.8
TXN509196,CUST105681,2026-07-29,Electronics,Online,744.63
TXN509197,CUST105468,2026-01-31,Toys & Baby,In-Store,43.59
TXN509198,CUST102715,2026-05-23,Sports & Outdoors,Online,123.79
TXN509199,CUST104605,2026-05-03,Groceries,In-Store,36.49
TXN509200,CUST105896,2026-02-01,Home & Living,In-Store,281.92
TXN509201,CUST100541,2025-11-25,Fashion,In-Store,38.62
TXN509202,CUST103654,2025-11-17,Sports & Outdoors,Online,57.57
TXN509203,CUST101527,2025-12-16,Sports & Outdoors,Online,214.77
TXN509204,CUST104825,2026-04-12,Sports & Outdoors,In-Store,150.43
TXN509205,CUST100621,2025-10-14,Electronics,Online,781.25
TXN509206,CUST104753,2025-08-09,Home & Living,Online,282.51
TXN509207,CUST101210,2026-06-11,Sports & Outdoors,Online,164.88
TXN509208,CUST102741,2026-05-23,Fashion,In-Store,22.9
TXN509209,CUST104902,2025-09-11,Electronics,Online,200.35
TXN509210,CUST100412,2026-06-07,Beauty,In-Store,96.7
TXN509211,CUST105581,2026-01-20,Electronics,Online,733.5
TXN509212,CUST101309,2025-11-15,Fashion,In-Store,44.88
TXN509213,CUST103003,2025-12-04,Fashion,In-Store,106.82
TXN509214,CUST104425,2026-04-19,Home & Living,Online,226.91
TXN509215,CUST100752,2025-08-06,Groceries,Online,10.92
TXN509216,CUST103669,2026-06-25,Sports & Outdoors,Online,22.78
TXN509217,CUST103084,2026-01-21,Groceries,Online,9.88
TXN509218,CUST103524,2025-10-31,Groceries,In-Store,39.69
TXN509219,CUST103995,2025-09-11,Sports & Outdoors,In-Store,89.77
TXN509220,CUST102526,2026-07-22,Fashion,In-Store,97.96
TXN509221,CUST101799,2026-04-02,Toys & Baby,In-Store,60.46
TXN509222,CUST101110,2025-08-20,Beauty,In-Store,52.5
TXN509223,CUST105644,2025-09-30,Groceries,Online,52.3
TXN509224,CUST102407,2026-07-03,Groceries,In-Store,26.87
TXN509225,CUST101702,2025-08-22,Fashion,In-Store,61.73
TXN509226,CUST100322,2025-11-12,Electronics,Online,197.87
TXN509227,CUST104521,2026-05-22,Groceries,Online,44.94
TXN509228,CUST103162,2026-05-09,Home & Living,Online,125.63
TXN509229,CUST101153,2026-01-29,Sports & Outdoors,Online,226.29
TXN509230,CUST105380,2025-11-11,Beauty,In-Store,54.65
TXN509231,CUST105614,2025-09-06,Toys & Baby,Online,28.78
TXN509232,CUST105303,2026-02-18,Electronics,Online,571.56
TXN509233,CUST103377,2026-03-21,Groceries,Online,38.73
TXN509234,CUST102239,2025-11-10,Sports & Outdoors,Online,133.87
TXN509235,CUST100979,2025-11-17,Electronics,Online,587.44
TXN509236,CUST102264,2025-11-02,Fashion,In-Store,124.98
TXN509237,CUST103688,2026-06-22,Toys & Baby,In-Store,21.46
TXN509238,CUST101362,2026-03-15,Toys & Baby,In-Store,48.8
TXN509239,CUST102789,2026-04-11,Groceries,In-Store,58.85
TXN509240,CUST103450,2025-08-05,Fashion,Online,78.83
TXN509241,CUST104409,2025-12-01,Beauty,In-Store,43.16
TXN509242,CUST100557,2025-11-26,Groceries,In-Store,22.26
TXN509243,CUST105219,2026-02-18,Electronics,Online,543.51
TXN509244,CUST102741,2025-08-25,Home & Living,Online,154.35
TXN509245,CUST103501,2025-12-01,Home & Living,In-Store,139.38
TXN509246,CUST105652,2025-12-14,Home & Living,Online,161.04
TXN509247,CUST101018,2026-01-09,Home & Living,In-Store,131.17
TXN509248,CUST105325,2026-04-19,Sports & Outdoors,Online,175.22
TXN509249,CUST104847,2025-08-24,Beauty,Online,31.53
TXN509250,CUST105965,2026-02-16,Toys & Baby,Online,35.19
TXN509251,CUST102359,2026-06-16,Beauty,In-Store,93.02
TXN509252,CUST100773,2026-05-25,Toys & Baby,Online,60.87
TXN509253,CUST100082,2025-12-14,Home & Living,Online,152.61
TXN509254,CUST104778,2025-10-16,Groceries,In-Store,59.73
TXN509255,CUST100831,2026-02-13,Toys & Baby,In-Store,49.22
TXN509256,CUST101839,2025-12-25,Electronics,Online,825.32
TXN509257,CUST105930,2025-08-25,Toys & Baby,Online,45.52
TXN509258,CUST102656,2026-06-04,Groceries,In-Store,56.78
TXN509259,CUST101391,2025-09-20,Fashion,Online,15.44
TXN509260,CUST104533,2026-01-21,Sports & Outdoors,Online,249.11
TXN509261,CUST101637,2026-04-05,Home & Living,Online,49.04
TXN509262,CUST103180,2026-06-05,Toys & Baby,In-Store,98.14
TXN509263,CUST100952,2025-09-28,Home & Living,In-Store,159.02
TXN509264,CUST102769,2026-01-04,Toys & Baby,Online,98.28
TXN509265,CUST100665,2026-01-01,Groceries,In-Store,6.85
TXN509266,CUST104653,2025-12-03,Fashion,Online,95.95
TXN509267,CUST102191,2026-04-14,Electronics,Online,151.11
TXN509268,CUST101921,2026-06-19,Groceries,Online,54.55
TXN509269,CUST105964,2026-06-26,Beauty,Online,18.12
TXN509270,CUST104994,2025-11-14,Beauty,Online,38.39
TXN509271,CUST103330,2026-05-30,Fashion,Online,52.54
TXN509272,CUST105675,2026-06-20,Home & Living,In-Store,66.03
TXN509273,CUST101272,2025-12-12,Electronics,Online,166.89
TXN509274,CUST103451,2026-02-26,Beauty,Online,54.16
TXN509275,CUST105588,2026-01-29,Beauty,Online,111.08
TXN509276,CUST103429,2026-06-19,Electronics,In-Store,429.55
TXN509277,CUST101853,2026-06-11,Toys & Baby,In-Store,76.73
TXN509278,CUST104889,2025-12-05,Sports & Outdoors,Online,83.52
TXN509279,CUST100843,2025-09-06,Electronics,In-Store,379.16
TXN509280,CUST100918,2026-05-02,Electronics,Online,142.86
TXN509281,CUST104407,2025-12-30,Sports & Outdoors,Online,213.07
TXN509282,CUST100425,2026-05-20,Sports & Outdoors,In-Store,110.32
TXN509283,CUST100310,2025-08-11,Beauty,In-Store,67.23
TXN509284,CUST102276,2026-01-16,Groceries,Online,13.51
TXN509285,CUST102386,2026-04-20,Groceries,In-Store,37.32
TXN509286,CUST102824,2026-06-16,Home & Living,Online,46.79
TXN509287,CUST104462,2026-05-23,Beauty,In-Store,63.88
TXN509288,CUST103426,2025-10-05,Beauty,In-Store,108.64
TXN509289,CUST104304,2025-09-14,Home & Living,Online,284.74
TXN509290,CUST100305,2025-12-13,Home & Living,In-Store,280.26
TXN509291,CUST101899,2025-10-28,Beauty,Online,110.91
TXN509292,CUST105801,2026-05-16,Toys & Baby,Online,62.73
TXN509293,CUST102572,2026-05-13,Home & Living,Online,89.72
TXN509294,CUST101338,2026-06-13,Home & Living,Online,242.93
TXN509295,CUST105953,2026-03-23,Home & Living,In-Store,38.48
TXN509296,CUST102470,2025-12-24,Toys & Baby,Online,97.67
TXN509297,CUST102879,2026-04-04,Electronics,Online,713.01
TXN509298,CUST101347,2026-06-20,Electronics,In-Store,498.31
TXN509299,CUST103954,2025-11-14,Groceries,Online,58.33
TXN509300,CUST101248,2026-07-02,Groceries,Online,38.46
TXN509301,CUST103675,2026-05-12,Groceries,Online,6.7
TXN509302,CUST104558,2026-07-07,Groceries,In-Store,40.74
TXN509303,CUST103931,2026-07-01,Fashion,In-Store,104.83
TXN509304,CUST100552,2026-07-10,Toys & Baby,Online,14.59
TXN509305,CUST100488,2025-10-04,Groceries,Online,29.95
TXN509306,CUST105072,2026-05-22,Fashion,Online,108.93
TXN509307,CUST105441,2026-07-25,Toys & Baby,In-Store,84.87
TXN509308,CUST100826,2025-10-10,Toys & Baby,Online,23.91
TXN509309,CUST102252,2025-12-20,Fashion,Online,24.82
TXN509310,CUST103940,2025-08-15,Fashion,Online,42.83
TXN509311,CUST105029,2026-04-08,Electronics,Online,444.93
TXN509312,CUST105469,2025-08-14,Groceries,In-Store,19.9
TXN509313,CUST104214,2026-02-25,Toys & Baby,In-Store,73.78
TXN509314,CUST100889,2025-12-23,Fashion,Online,102.97
TXN509315,CUST104622,2026-07-05,Home & Living,In-Store,160.52
TXN509316,CUST105175,2026-06-15,Beauty,In-Store,115.15
TXN509317,CUST102109,2026-05-30,Toys & Baby,Online,94.73
TXN509318,CUST102967,2025-11-05,Fashion,Online,68.81
TXN509319,CUST101007,2026-01-28,Electronics,Online,302.2
TXN509320,CUST101830,2025-11-07,Beauty,Online,81.01
TXN509321,CUST105235,2026-03-12,Home & Living,In-Store,184.32
TXN509322,CUST100542,2026-03-22,Electronics,Online,638.47
TXN509323,CUST104588,2026-02-15,Groceries,In-Store,12.05
TXN509324,CUST100595,2026-03-16,Groceries,Online,28.93
TXN509325,CUST101764,2026-07-28,Groceries,In-Store,57.46
TXN509326,CUST103504,2026-04-10,Sports & Outdoors,In-Store,207.17
TXN509327,CUST100020,2025-08-25,Sports & Outdoors,Online,217.96
TXN509328,CUST104072,2025-10-25,Home & Living,Online,243.98
TXN509329,CUST101903,2026-01-21,Sports & Outdoors,In-Store,62.74
TXN509330,CUST104504,2026-02-26,Home & Living,Online,248.84
TXN509331,CUST105851,2026-02-21,Home & Living,Online,54.37
TXN509332,CUST102501,2025-11-18,Beauty,Online,35.56
TXN509333,CUST100182,2025-09-16,Electronics,In-Store,464.6
TXN509334,CUST105112,2026-02-06,Electronics,Online,432.82
TXN509335,CUST101657,2026-07-07,Toys & Baby,Online,84.51
TXN509336,CUST100897,2025-12-02,Beauty,Online,64.84
TXN509337,CUST105297,2026-02-16,Electronics,In-Store,105.53
TXN509338,CUST101399,2025-09-18,Toys & Baby,Online,81.79
TXN509339,CUST103648,2025-12-31,Home & Living,Online,149.81
TXN509340,CUST101530,2026-07-24,Groceries,Online,14.9
TXN509341,CUST104300,2026-04-19,Fashion,Online,27.01
TXN509342,CUST103910,2026-04-22,Beauty,Online,117.37
TXN509343,CUST103049,2026-04-26,Home & Living,Online,125.61
TXN509344,CUST103337,2026-02-11,Toys & Baby,Online,55.1
TXN509345,CUST101367,2026-06-01,Electronics,Online,682.0
TXN509346,CUST100131,2025-10-19,Sports & Outdoors,Online,225.23
TXN509347,CUST104829,2025-11-14,Electronics,In-Store,202.7
TXN509348,CUST105355,2026-03-23,Beauty,Online,44.37
TXN509349,CUST104681,2025-11-27,Sports & Outdoors,In-Store,106.77
TXN509350,CUST104271,2025-09-13,Beauty,Online,62.8
TXN509351,CUST102838,2026-03-02,Fashion,Online,91.42
TXN509352,CUST103512,2026-02-09,Home & Living,Online,79.58
TXN509353,CUST104174,2026-06-23,Fashion,In-Store,94.31
TXN509354,CUST100156,2026-01-08,Home & Living,In-Store,30.15
TXN509355,CUST102546,2026-05-23,Electronics,Online,856.68
TXN509356,CUST101352,2026-07-19,Toys & Baby,Online,89.35
TXN509357,CUST102187,2026-03-04,Sports & Outdoors,In-Store,55.54
TXN509358,CUST104508,2025-11-15,Electronics,In-Store,138.7
TXN509359,CUST102180,2026-04-30,Home & Living,Online,223.29
TXN509360,CUST104452,2026-06-06,Home & Living,Online,150.11
TXN509361,CUST105829,2025-11-03,Sports & Outdoors,Online,199.71
TXN509362,CUST105552,2026-05-24,Groceries,In-Store,6.19
TXN509363,CUST104982,2026-07-01,Home & Living,Online,216.86
TXN509364,CUST105139,2026-07-26,Groceries,In-Store,37.31
TXN509365,CUST102363,2026-03-09,Beauty,In-Store,88.13
TXN509366,CUST104409,2026-03-06,Groceries,In-Store,46.03
TXN509367,CUST104021,2025-09-09,Home & Living,Online,262.9
TXN509368,CUST105901,2025-11-05,Electronics,Online,221.42
TXN509369,CUST103458,2026-03-28,Sports & Outdoors,In-Store,232.41
TXN509370,CUST102585,2026-03-28,Electronics,In-Store,561.45
TXN509371,CUST105041,2025-10-25,Groceries,Online,26.71
TXN509372,CUST104510,2026-05-31,Beauty,Online,47.83
TXN509373,CUST100761,2026-04-11,Electronics,Online,899.57
